1,3870,2110,3900,2055
2,3900,2055,3950,2055
3,3950,2055,4000,2055
4,4000,2055,4050,2055
5,4050,2055,4100,2055
6,4100,2055,4150,2055
7,4150,2055,4225,2055
8,4225,2055,4280,2110
9,4280,2185,4280,2110
10,4280,2110,4205,2110
11,4205,2110,4130,2110
12,4130,2110,4055,2110
13,4055,2110,3990,2110
14,3990,2110,3930,2110
15,3930,2110,3870,2110
16,3870,2110,3820,2110
17,3820,2110,3620,2110
18,3620,2110,3220,2110
19,3220,2110,2820,2110
20,2820,2110,2620,2110
21,2620,2110,2520,2110
22,2520,2110,2450,2180
23,2450,2180,2450,2280
24,2450,2280,2450,2330
25,2450,2330,2450,2380
26,2450,2380,2450,2430
27,2450,2430,2450,2480
28,2450,2480,2450,2530
29,2450,2530,2450,2590
30,2450,2590,2450,2650
31,2450,2650,2450,2700
32,2450,2700,2450,2750
33,2450,2750,2450,2800
34,2450,2800,2450,2850
35,2450,2850,2450,2900
36,2450,2900,2450,2950
37,2450,2950,2450,3000
38,2450,3000,2450,3050
39,2450,3050,2450,3100
40,2450,3100,2450,3160
41,2450,3160,2450,3220
42,2450,3220,2450,3270
43,2450,3270,2450,3320
44,2450,3320,2450,3370
45,2450,3370,2450,3420
46,2450,3420,2450,3495
47,2450,3495,2395,3550
48,2395,3550,2320,3550
49,2320,3550,2270,3550
50,2270,3550,2220,3550
51,2220,3550,2170,3550
52,2170,3550,2125,3550
53,2125,3550,2075,3550
54,2075,3550,2025,3550
55,2025,3550,1950,3550
56,1950,3550,1950,3475
57,1950,3475,1950,3400
58,1950,3400,1950,3325
59,1950,3325,1950,3250
60,1950,3250,2025,3250
61,2025,3250,2100,3250
62,2100,3250,2100,3325
63,2100,3325,2100,3400
64,2100,3400,2123,3450
65,2123,3450,2146,3500
66,2146,3500,2170,3550
67,2450,3270,2415,3235
68,2415,3235,2415,3185
69,2415,3185,2415,3135
70,2415,3135,2415,3085
71,2415,3085,2450,3050
72,2450,2700,2415,2665
73,2415,2665,2415,2615
74,2415,2615,2415,2565
75,2415,2565,2415,2515
76,2415,2515,2450,2480
